,val,date
0,1.0,2017-06-17
1,1.0,2017-06-18
2,1.0,2017-06-19
3,1.0,2017-06-20
4,1.0,2017-06-21
5,52.88960091782232,2017-06-22
6,674.5467979754078,2017-06-23
7,405.5370282943647,2017-06-24
8,78.76496917947986,2017-06-25
9,125.50845665200929,2017-06-26
10,131.497525905087,2017-06-27
11,318.1248205006492,2017-06-28
12,210.66035932490388,2017-06-29
13,173.2752219317863,2017-06-30
14,96.90553736732208,2017-07-01
15,124.40822609908174,2017-07-02
16,9.02541680087827,2017-07-03
17,58.31352503385745,2017-07-04
18,86.49828959280491,2017-07-05
19,119.32933270117874,2017-07-06
20,242.8760766725505,2017-07-07
21,78.73608045884923,2017-07-08
22,98.00981233666296,2017-07-09
23,126.67470196409924,2017-07-10
24,121.6685610347966,2017-07-11
25,3.048128792737748,2017-07-12
26,23.77152827875144,2017-07-13
27,17.94114140439378,2017-07-14
28,161.4136044118476,2017-07-15
29,176.29850528794466,2017-07-16
30,301.1353949434176,2017-07-17
31,17.208082656352605,2017-07-18
32,25.842375979180986,2017-07-19
33,114.91418802770498,2017-07-20
34,67.5522760059927,2017-07-21
35,25.416731946981432,2017-07-22
36,37.73248442730103,2017-07-23
37,105.73973536224584,2017-07-24
38,9.883608359378952,2017-07-25
39,65.82114088079808,2017-07-26
40,109.9509180886026,2017-07-27
41,17.36652187719762,2017-07-28
42,61.10518484292559,2017-07-29
43,34.85219487899243,2017-07-30
44,91.43751959202508,2017-07-31
45,68.56349854399532,2017-08-01
46,88.74671479197039,2017-08-02
47,33.49755815166133,2017-08-03
48,109.11664584114054,2017-08-04
49,36.44728383939994,2017-08-05
50,39.73693681891908,2017-08-06
51,185.1936938596449,2017-08-07
52,183.84920701708893,2017-08-08
53,84.90113922255796,2017-08-09
54,147.48892936910124,2017-08-10
55,314.5981291064799,2017-08-11
56,618.5485450541497,2017-08-12
57,185.3499823660284,2017-08-13
58,221.12393533941207,2017-08-14
59,184.49376571013445,2017-08-15
60,169.61496538919226,2017-08-16
61,119.69406557175536,2017-08-17
62,202.33659827613823,2017-08-18
63,63.044754250369294,2017-08-19
64,71.75073012014917,2017-08-20
65,64.82118603733107,2017-08-21
66,116.29440813394464,2017-08-22
67,127.57723306410362,2017-08-23
68,87.12201869587204,2017-08-24
69,208.1120290484401,2017-08-25
70,51.27041285332368,2017-08-26
71,13.0790511970451,2017-08-27
72,175.54506694875457,2017-08-28
73,80.19315110803358,2017-08-29
74,130.024035051742,2017-08-30
75,133.08040258871986,2017-08-31
76,131.6293386486058,2017-09-01
77,105.57754923312343,2017-09-02
78,165.08034061639555,2017-09-03
79,207.9875768309956,2017-09-04
80,132.689547370639,2017-09-05
81,95.56079480599796,2017-09-06
82,125.95544797266982,2017-09-07
83,96.36333357094044,2017-09-08
84,14.571892009349938,2017-09-09
85,96.45725925831022,2017-09-10
86,121.40902900438572,2017-09-11
87,70.38800954129835,2017-09-12
88,101.2796330396954,2017-09-13
89,111.1611449203032,2017-09-14
90,63.29756812007693,2017-09-15
91,30.9956272105914,2017-09-16
92,70.40308003986775,2017-09-17
93,114.62906951052288,2017-09-18
94,120.17579298272598,2017-09-19
95,58.0733241256663,2017-09-20
96,95.3053635980229,2017-09-21
97,87.3735499075313,2017-09-22
98,83.41440247910536,2017-09-23
99,50.81676906926559,2017-09-24
100,50.11683571858934,2017-09-25
101,59.882362907732976,2017-09-26
102,31.65311044196412,2017-09-27
103,134.67774750923132,2017-09-28
104,19.0331715237922,2017-09-29
105,74.12031624309506,2017-09-30
106,110.5009774037206,2017-10-01
107,103.21513828542275,2017-10-02
108,86.36850603017722,2017-10-03
109,51.02812827643872,2017-10-04
110,82.95846416789355,2017-10-05
111,82.68474183481834,2017-10-06
112,54.07065041040775,2017-10-07
113,75.40949557864424,2017-10-08
114,53.00302588272528,2017-10-09
115,106.69817613707475,2017-10-10
116,73.97536964151043,2017-10-11
117,132.18310609378946,2017-10-12
118,245.25330685378032,2017-10-13
119,148.93634744904045,2017-10-14
120,130.74329054920597,2017-10-15
121,129.17077674598045,2017-10-16
122,64.76649983636084,2017-10-17
123,78.0062840206882,2017-10-18
124,110.82175871208908,2017-10-19
125,73.28347656070446,2017-10-20
126,119.98170708184928,2017-10-21
127,30.78291057945765,2017-10-22
128,93.91191436932732,2017-10-23
129,136.67103707410666,2017-10-24
130,48.48923534531001,2017-10-25
131,30.002252633144224,2017-10-26
132,74.35795404177247,2017-10-27
133,27.70855612062177,2017-10-28
134,98.17160294234604,2017-10-29
135,67.98242050026721,2017-10-30
136,85.407905965023,2017-10-31
137,115.87290239552648,2017-11-01
138,179.1525403346898,2017-11-02
139,138.22265555392983,2017-11-03
140,154.26130751054117,2017-11-04
141,238.7224974542812,2017-11-05
142,169.8986317038554,2017-11-06
143,196.1994095326125,2017-11-07
144,410.33147468385897,2017-11-08
145,274.8013180863271,2017-11-09
146,243.92382531742453,2017-11-10
147,213.24636959532785,2017-11-11
148,246.8956394300676,2017-11-12
149,193.64924248728377,2017-11-13
150,57.76298569436804,2017-11-14
151,177.1640639491479,2017-11-15
152,186.60114613751784,2017-11-16
153,133.3939557863856,2017-11-17
154,104.85365546988768,2017-11-18
155,234.8490982071608,2017-11-19
156,83.68087141264482,2017-11-20
157,81.69021779782327,2017-11-21
158,231.60559717805376,2017-11-22
159,224.74422926272504,2017-11-23
160,351.70686266582624,2017-11-24
161,205.9259949520245,2017-11-25
162,199.810994510382,2017-11-26
163,147.50199822694802,2017-11-27
164,169.38703346847294,2017-11-28
165,146.36642369865547,2017-11-29
166,154.23471099888798,2017-11-30
167,111.25478272629704,2017-12-01
168,87.66836318674109,2017-12-02
169,155.42840131267616,2017-12-03
170,189.896092611018,2017-12-04
171,63.65837062503493,2017-12-05
172,173.67703778873437,2017-12-06
173,178.90833413835094,2017-12-07
174,204.6878851707804,2017-12-08
175,238.0533741957113,2017-12-09
176,182.00184084720016,2017-12-10
177,133.53988416544348,2017-12-11
178,386.4245846061111,2017-12-12
179,167.00074045100467,2017-12-13
180,217.1498665321913,2017-12-14
181,148.34181956248608,2017-12-15
182,140.77787144773723,2017-12-16
183,177.7888789677393,2017-12-17
184,163.73129523528502,2017-12-18
185,293.3196226359629,2017-12-19
186,28.953782566050663,2017-12-20
187,136.63214772763155,2017-12-21
188,183.0435771614614,2017-12-22
189,87.98080845156336,2017-12-23
190,174.7889451258435,2017-12-24
191,593.0078844461369,2017-12-25
192,229.9643362223362,2017-12-26
193,189.07427828120623,2017-12-27
194,211.455993932318,2017-12-28
195,315.0201610077382,2017-12-29
196,732.3648222492769,2017-12-30
197,343.4586685960295,2017-12-31
198,363.5553574472389,2018-01-01
199,152.89748242682825,2018-01-02
200,213.08768148585656,2018-01-03
201,278.41881589256474,2018-01-04
202,253.4746990673441,2018-01-05
203,736.4457693768796,2018-01-06
204,399.869138005146,2018-01-07
205,395.49671249901047,2018-01-08
206,366.1021236275879,2018-01-09
207,445.922189810969,2018-01-10
208,571.6991708971537,2018-01-11
209,297.4573442831144,2018-01-12
210,429.1721587904344,2018-01-13
211,180.49058785428363,2018-01-14
212,460.9423919537391,2018-01-15
213,599.0595248940566,2018-01-16
214,207.6302119927036,2018-01-17
215,353.1066454986609,2018-01-18
216,306.5893597524729,2018-01-19
217,284.3121561432377,2018-01-20
218,15.643807832885932,2018-01-21
219,413.8448626235243,2018-01-22
220,123.67975050821435,2018-01-23
221,483.54671870940894,2018-01-24
222,114.93693129206386,2018-01-25
223,520.3426881958957,2018-01-26
224,666.7497991884624,2018-01-27
225,508.48805247798094,2018-01-28
226,246.3988746900831,2018-01-29
227,399.4805340939992,2018-01-30
228,255.4956768034576,2018-01-31
229,21.40306810973305,2018-02-01
230,636.8289454976485,2018-02-02
231,84.58605516888947,2018-02-03
232,61.11756498958815,2018-02-04
233,141.0349843473861,2018-02-05
234,13.338177629473783,2018-02-06
235,158.30140272690082,2018-02-07
236,268.84802934207045,2018-02-08
237,65.54831093091406,2018-02-09
238,84.85194122915313,2018-02-10
239,9.491349937830298,2018-02-11
240,266.61652252953934,2018-02-12
241,373.0117127499324,2018-02-13
242,574.7695773710271,2018-02-14
243,624.0713897144293,2018-02-15
244,525.8826340965807,2018-02-16
245,279.8433904678555,2018-02-17
246,521.025097116141,2018-02-18
247,521.0465856793295,2018-02-19
248,517.4976707419981,2018-02-20
249,108.37451756069773,2018-02-21
250,282.2889219181525,2018-02-22
251,316.2675291742851,2018-02-23
252,279.9700150268422,2018-02-24
253,373.96578161693583,2018-02-25
254,295.46398038445,2018-02-26
255,569.4925316513676,2018-02-27
256,318.6149366816285,2018-02-28
257,259.1251893591562,2018-03-01
258,1108.4358269316308,2018-03-02
259,582.9882385661688,2018-03-03
260,512.6234210227765,2018-03-04
261,243.72917601607395,2018-03-05
262,487.0686267994098,2018-03-06
263,182.8870671854081,2018-03-07
264,785.6928692125819,2018-03-08
265,745.1196765461293,2018-03-09
266,518.6964433959319,2018-03-10
267,81.11638950315269,2018-03-11
268,404.14272368561376,2018-03-12
269,107.60024581357136,2018-03-13
270,645.0027006688717,2018-03-14
271,1049.8091863015152,2018-03-15
272,425.102771554141,2018-03-16
273,541.5567908059861,2018-03-17
274,920.6169655742092,2018-03-18
275,555.8394295146361,2018-03-19
276,675.4124633464903,2018-03-20
277,1095.5583255291322,2018-03-21
278,986.3976659998071,2018-03-22
279,1357.9864415695995,2018-03-23
280,1126.5008664756765,2018-03-24
281,1027.3941792487556,2018-03-25
282,10.873254505295131,2018-03-26
283,675.042191822786,2018-03-27
284,492.9948859569594,2018-03-28
285,1162.007274146504,2018-03-29
286,1326.0327982369329,2018-03-30
287,821.4920227950458,2018-03-31
288,902.8977041130788,2018-04-01
289,32.92238016606273,2018-04-02
290,1166.7101462997712,2018-04-03
291,221.4711820384468,2018-04-04
292,1180.8626803380355,2018-04-05
293,1020.6046566971206,2018-04-06
294,1115.342762061175,2018-04-07
295,1001.4125939198168,2018-04-08
296,1142.3617660919742,2018-04-09
297,910.746295432586,2018-04-10
298,1124.926178658574,2018-04-11
299,1365.6793994236564,2018-04-12
300,2199.073959757836,2018-04-13
301,1964.1177627795485,2018-04-14
302,1467.8071805535124,2018-04-15
303,1352.06048126721,2018-04-16
304,1440.579341315562,2018-04-17
305,2764.262697816514,2018-04-18
306,2946.6411378261464,2018-04-19
307,3106.9152355481247,2018-04-20
308,2442.2799731568152,2018-04-21
309,46.97665916758195,2018-04-22
310,2439.371966693853,2018-04-23
311,2702.971395165931,2018-04-24
312,2890.791213388077,2018-04-25
313,364.76312118412994,2018-04-26
314,1846.5546982733008,2018-04-27
315,584.0798323987799,2018-04-28
316,1046.0539386270927,2018-04-29
317,2293.76622609587,2018-04-30
318,1453.6017268963026,2018-05-01
319,1484.7634806385472,2018-05-02
320,1990.5619143833887,2018-05-03
321,1698.9123652414223,2018-05-04
322,1536.5156807094145,2018-05-05
323,1825.0450139872485,2018-05-06
324,3155.88977775066,2018-05-07
325,2232.107897481618,2018-05-08
326,3063.415965118836,2018-05-09
327,2373.4077912203,2018-05-10
328,3030.8685854908813,2018-05-11
329,2134.183932481631,2018-05-12
330,2820.930161964152,2018-05-13
331,3238.694227835869,2018-05-14
332,3269.749191904818,2018-05-15
333,1924.96528978096,2018-05-16
334,1984.503066907292,2018-05-17
335,1317.712207771716,2018-05-18
336,1734.6123881776366,2018-05-19
337,1804.5188859360208,2018-05-20
338,2877.654138501048,2018-05-21
339,1463.840126713272,2018-05-22
340,1846.0050272117005,2018-05-23
341,2269.3504533491537,2018-05-24
342,1811.983154336404,2018-05-25
343,735.5684505977392,2018-05-26
344,811.8369228762544,2018-05-27
345,1313.497567185343,2018-05-28
346,347.10275478713004,2018-05-29
347,47.26320959989992,2018-05-30
348,563.4390301246285,2018-05-31
349,1059.1347438285416,2018-06-01
350,1174.636813486933,2018-06-02
351,543.5161604347637,2018-06-03
352,814.9453520165689,2018-06-04
353,688.4193381830671,2018-06-05
354,7.069246157875608,2018-06-06
355,370.95300420940055,2018-06-07
356,957.3359525477535,2018-06-08
357,548.6924479488812,2018-06-09
358,1299.9374069698931,2018-06-10
359,446.1128282324041,2018-06-11
360,1168.8764763674362,2018-06-12
361,811.4241173275044,2018-06-13
362,1683.2129162839744,2018-06-14
363,573.5809774262405,2018-06-15
364,953.0733410290004,2018-06-16
365,164.7802570078905,2018-06-17
366,566.6556747847216,2018-06-18
367,310.79813459724585,2018-06-19
368,903.1208292612948,2018-06-20
369,841.8444524121322,2018-06-21
370,691.1025663087366,2018-06-22
371,134.70991980147298,2018-06-23
372,1510.2147101229457,2018-06-24
373,958.5763288347416,2018-06-25
374,868.7278439927773,2018-06-26
375,1118.8767636907078,2018-06-27
376,413.6285973951792,2018-06-28
377,1078.1222103044047,2018-06-29
378,1018.875157881575,2018-06-30
379,404.3996744050255,2018-07-01
380,731.3535602583719,2018-07-02
381,548.4140715267616,2018-07-03
382,437.8695899133362,2018-07-04
383,339.6515709817961,2018-07-05
384,568.173862089388,2018-07-06
385,318.9546533275192,2018-07-07
386,464.1348234943792,2018-07-08
387,19.771379838246016,2018-07-09
388,68.02251027072234,2018-07-10
389,101.934148253775,2018-07-11
390,620.2965738283502,2018-07-12
391,812.1597748930601,2018-07-13
392,524.3489951863655,2018-07-14
393,506.4120853136312,2018-07-15
394,112.33794272644914,2018-07-16
395,1204.9010750280236,2018-07-17
396,642.3565253934531,2018-07-18
397,1467.341905507637,2018-07-19
398,1025.6889642521369,2018-07-20
399,804.6510375900125,2018-07-21
400,509.8881651280169,2018-07-22
401,1772.0289442955443,2018-07-23
402,1853.592550109555,2018-07-24
403,1014.6916422602242,2018-07-25
404,928.0421574258672,2018-07-26
405,1197.5087035261429,2018-07-27
406,1147.55174950298,2018-07-28
407,1241.6282715316293,2018-07-29
408,1135.6585340356287,2018-07-30
409,525.4019020653208,2018-07-31
410,1607.0920135743577,2018-08-01
411,1050.6134048439149,2018-08-02
412,897.2263179561429,2018-08-03
413,92.3594244373621,2018-08-04
414,703.360583986985,2018-08-05
415,579.4203659160694,2018-08-06
416,776.1704141631704,2018-08-07
417,720.6602347687206,2018-08-08
418,501.6621362215749,2018-08-09
419,1332.9034828482856,2018-08-10
420,856.8289625151696,2018-08-11
421,682.7662153390164,2018-08-12
422,1437.3229132500269,2018-08-13
423,35.96741935876117,2018-08-14
424,1390.5705248540842,2018-08-15
425,1345.9332424791316,2018-08-16
426,1040.305374059886,2018-08-17
427,930.390378142218,2018-08-18
428,1497.3305571439666,2018-08-19
429,519.2755321536299,2018-08-20
430,1065.393561562736,2018-08-21
431,1497.0178082289567,2018-08-22
432,1176.7137110880765,2018-08-23
433,983.0681785625871,2018-08-24
434,1133.5116403530596,2018-08-25
435,1094.3630913960983,2018-08-26
436,1119.889901724779,2018-08-27
437,1137.7563066151447,2018-08-28
438,1325.165888901875,2018-08-29
439,993.3533192963952,2018-08-30
440,1343.161944963611,2018-08-31
441,41.76098007503744,2018-09-01
442,898.1743777021422,2018-09-02
443,1275.449839597722,2018-09-03
444,1015.2799063447844,2018-09-04
445,2043.4585804901435,2018-09-05
446,13.508820309950474,2018-09-06
447,781.1779769876015,2018-09-07
448,942.2425761047064,2018-09-08
449,1138.7663951502668,2018-09-09
450,1171.2381277778968,2018-09-10
451,1164.4375857114542,2018-09-11
452,1021.2846770387848,2018-09-12
453,23.07502340453436,2018-09-13
454,1388.0675495290764,2018-09-14
455,172.68279604765374,2018-09-15
456,698.3087562374337,2018-09-16
457,1656.33614346139,2018-09-17
458,1608.0869344825137,2018-09-18
459,989.627042431996,2018-09-19
460,1482.077227188463,2018-09-20
461,1288.204010468185,2018-09-21
462,767.2924105006207,2018-09-22
463,570.5884996524333,2018-09-23
464,1022.9302020495104,2018-09-24
465,38.24395925803356,2018-09-25
466,482.76091359801126,2018-09-26
467,940.7060115105808,2018-09-27
468,1101.514850964273,2018-09-28
469,699.9110923174735,2018-09-29
470,135.22812769030097,2018-09-30
471,810.5369718249474,2018-10-01
472,979.115738928022,2018-10-02
473,271.394830852268,2018-10-03
474,941.5939967454505,2018-10-04
475,1271.019274043436,2018-10-05
476,755.021524881435,2018-10-06
477,662.1002287954983,2018-10-07
478,573.7606086329793,2018-10-08
479,538.1108652374712,2018-10-09
480,791.7721040641029,2018-10-10
481,89.02288470611892,2018-10-11
482,783.6877725682745,2018-10-12
483,678.8737144161769,2018-10-13
484,442.5983400602452,2018-10-14
485,1248.1586739995264,2018-10-15
486,694.6363311816082,2018-10-16
487,1282.5081433862222,2018-10-17
488,736.2494538980284,2018-10-18
489,2569.4633225973525,2018-10-19
490,2210.6832511297644,2018-10-20
491,1062.3347913176783,2018-10-21
492,265.9135393313723,2018-10-22
493,1238.1640130214116,2018-10-23
494,321.9932796742428,2018-10-24
495,1481.1020910237037,2018-10-25
496,1012.6951600968764,2018-10-26
497,1371.2707936508896,2018-10-27
498,423.8649825637713,2018-10-28
499,718.472866917676,2018-10-29
500,1049.1621001095875,2018-10-30
501,546.4207876967135,2018-10-31
502,364.49055257155845,2018-11-01
503,706.5838429787896,2018-11-02
504,1063.4124347330016,2018-11-03
505,213.8672462373169,2018-11-04
506,4.967391523025454,2018-11-05
507,1141.411975337642,2018-11-06
508,1269.58585318553,2018-11-07
509,1710.902726287418,2018-11-08
510,856.2793146713248,2018-11-09
511,1111.294517255326,2018-11-10
512,880.2887961973144,2018-11-11
513,929.9844317902632,2018-11-12
514,1350.5669448310684,2018-11-13
515,2273.4637707505453,2018-11-14
516,21.90164179585896,2018-11-15
517,1702.1922111328554,2018-11-16
518,629.6975755802789,2018-11-17
519,793.1283183449353,2018-11-18
520,58.92545059304781,2018-11-19
521,2608.779550381079,2018-11-20
522,608.568271386404,2018-11-21
523,877.9288299066219,2018-11-22
524,893.4132402314247,2018-11-23
525,1092.6305920596508,2018-11-24
526,173.68650869553218,2018-11-25
527,1470.513209468697,2018-11-26
528,1476.6137142169546,2018-11-27
529,599.2841388562297,2018-11-28
530,66.78466806530678,2018-11-29
531,974.7254001012913,2018-11-30
532,1342.4079310545735,2018-12-01
533,816.0050693762463,2018-12-02
534,948.0098286265164,2018-12-03
535,151.41659931842776,2018-12-04
536,398.4195785362219,2018-12-05
537,1138.459008703286,2018-12-06
538,1440.168372664884,2018-12-07
539,1766.7331597333489,2018-12-08
540,1725.3819454551872,2018-12-09
541,1359.0456882130031,2018-12-10
542,468.4800056702872,2018-12-11
543,379.7769271310973,2018-12-12
544,680.9537444855957,2018-12-13
545,845.2131997534898,2018-12-14
546,975.568964748212,2018-12-15
547,17.944800724597588,2018-12-16
548,141.3986509608085,2018-12-17
549,1170.7740722587307,2018-12-18
550,1847.9537821068768,2018-12-19
551,1391.8151869704127,2018-12-20
552,637.2737108283962,2018-12-21
553,922.66687368574,2018-12-22
554,134.70502850946698,2018-12-23
555,1508.696545920756,2018-12-24
556,1044.6870120418826,2018-12-25
557,1028.743225985952,2018-12-26
558,1493.797972724436,2018-12-27
559,1387.6240416266833,2018-12-28
560,1373.974205942098,2018-12-29
561,691.8530824828034,2018-12-30
562,895.9237957631068,2018-12-31
563,973.9857502161254,2019-01-01
564,38.94712732989822,2019-01-02
565,91.43654270108594,2019-01-03
566,1001.575851575392,2019-01-04
567,928.804198811921,2019-01-05
568,553.5225910187318,2019-01-06
569,793.7856561556816,2019-01-07
570,388.2081431282856,2019-01-08
571,541.85993681371,2019-01-09
572,782.0963074375808,2019-01-10
573,1223.315225679632,2019-01-11
574,907.2035300953048,2019-01-12
575,427.3571304848167,2019-01-13
576,1001.0784010954368,2019-01-14
577,1273.7178814961392,2019-01-15
578,1131.9847189334232,2019-01-16
579,465.8279529599485,2019-01-17
580,1643.8804054234508,2019-01-18
581,1183.095717284002,2019-01-19
582,150.32900608767906,2019-01-20
583,996.1535835697562,2019-01-21
584,1035.222489677588,2019-01-22
585,6.405625541950268,2019-01-23
586,181.8437983243093,2019-01-24
587,957.4194866593,2019-01-25
588,787.9293526575102,2019-01-26
589,549.6714547673151,2019-01-27
590,249.6671512033118,2019-01-28
591,1075.6930571229266,2019-01-29
592,1202.784711280707,2019-01-30
593,376.1665755206501,2019-01-31
594,661.3714708399788,2019-02-01
595,747.7245874871803,2019-02-02
596,942.3599525132688,2019-02-03
597,34.844436097709874,2019-02-04
598,615.2394471581051,2019-02-05
599,1099.5330598840185,2019-02-06
600,1680.9090319126833,2019-02-07
601,1448.3079911759703,2019-02-08
602,726.3337453189213,2019-02-09
603,342.71462519353264,2019-02-10
604,1112.9228238103633,2019-02-11
605,695.1757020158622,2019-02-12
606,626.193605590677,2019-02-13
607,623.1336864336446,2019-02-14
608,928.0998292016814,2019-02-15
609,1087.1572380110947,2019-02-16
610,1153.3259048781094,2019-02-17
611,1989.6279977697493,2019-02-18
612,1732.7405473422557,2019-02-19
613,892.1556350820141,2019-02-20
614,1171.2633080418514,2019-02-21
615,452.51466607434327,2019-02-22
616,995.4989398665236,2019-02-23
617,1600.0742393756568,2019-02-24
618,2359.7691777611503,2019-02-25
619,2882.765135143552,2019-02-26
620,2029.094539333583,2019-02-27
621,588.4028324045609,2019-02-28
622,1915.635723142114,2019-03-01
623,1018.9595379977033,2019-03-02
624,1127.711609359032,2019-03-03
625,1758.3866798065912,2019-03-04
626,2166.97094198089,2019-03-05
627,1676.4341264374796,2019-03-06
628,1698.8586321529,2019-03-07
629,1579.663224682842,2019-03-08
630,2005.0460384916769,2019-03-09
631,419.2882511544421,2019-03-10
632,776.179145044415,2019-03-11
633,1463.120090473268,2019-03-12
634,813.7084204045623,2019-03-13
635,1335.7121025450415,2019-03-14
636,1098.5733461612683,2019-03-15
637,956.4011395691437,2019-03-16
638,1060.0888603943993,2019-03-17
639,1274.0133474324832,2019-03-18
640,1591.7238359024288,2019-03-19
641,1594.0302140886786,2019-03-20
642,990.27387221306,2019-03-21
643,639.1732350907527,2019-03-22
644,1230.9152853005626,2019-03-23
645,932.2191522285732,2019-03-24
646,1298.6690345878192,2019-03-25
647,413.8932362008066,2019-03-26
648,844.4360967363042,2019-03-27
649,1212.3384440745233,2019-03-28
650,911.0426933120896,2019-03-29
651,1472.606224089955,2019-03-30
652,1583.6349850991849,2019-03-31
653,1184.5385203120643,2019-04-01
654,1768.6638161218102,2019-04-02
655,1785.653859262802,2019-04-03
656,1941.9977209686856,2019-04-04
657,915.2470362845246,2019-04-05
658,807.6702234993053,2019-04-06
659,868.1253450456148,2019-04-07
660,579.492595319927,2019-04-08
661,1654.43889957643,2019-04-09
662,1484.9450445628677,2019-04-10
663,905.700626129702,2019-04-11
664,1143.102560188147,2019-04-12
665,1178.9743640962315,2019-04-13
666,355.18650799713083,2019-04-14
667,602.8691542644258,2019-04-15
668,575.0648777882458,2019-04-16
669,1602.2604739632186,2019-04-17
670,1041.8920750630996,2019-04-18
671,2117.53134793504,2019-04-19
